domain,scraped_at,id,name,image,status,urgency,special_case,class,since,gender,age,birthday,race,sice,weight,chip,situation,location,health,description
protectorabaix.org,2018-04-16 01:50:11.691392,1338,Calcetines,http://protectorabaix.org/imas/animales/_1338/a_13381478968960.jpg,en adopción,NO,NO,Gato,12-9-2015,Macho,2 años y 10 meses,6/2015,Común europeo,Mediano,NA,NA,Refugio,Elche (Alicante),Negativo en sida y leucemia,Calcetines es un gato muy tímido y guapo. Fue rescatado de un parking cuando sólo tenía 5 meses. Ahora es un gato muy guapo y busca una familia que le quiera para siempre.
alicanteadopta.org,2018-04-16 01:50:15.785476,4545,Hermanitos buscan hogar,http://alicanteadopta.org/imas/animales/_4545/a_45451496577653.jpg,en adopción,NO,NO,Gato,4-6-2017,Hembra,1 año y 1 mes,3/2017,"Común, europeo, cruce, mestizo",Mediano,NA,NA,Casa de acogida,San Juan (Alicante),NA,Estos bombones fueron recogidos muy malitos por vivir en la calle.
alicanteadopta.org,2018-04-16 01:50:19.956125,4546,MOFFI,http://alicanteadopta.org/imas/animales/_4546/a_45461497205550.jpg,en adopción,NO,NO,Gato,5-6-2017,Macho,2 años y 10 meses,5/2015,Mestizo tipo cruce de birmano y siamés o angora,Mediano,NA,NA,Casa de acogida,(Alicante),Salud,"Moffi fue sacado de la perrera de Cereco al que iban a sacrificar, dio negativo en leucemia e inmuno y está vacunado."
alicanteadopta.org,2018-04-16 01:50:23.817713,4547,MUSA,http://alicanteadopta.org/imas/animales/_4547/a_45471497205856.jpg,en adopción,NO,NO,Gato,6-6-2017,Macho,3 años y 11 meses,4/2014,"Mestizo, común europeo, cruce, mestizo,",Mediano,NA,NA,Casa de acogida,(Alicante),Salud,"Fue sacado de la perrera de Cereco, ya que lo iban a sacrificar."
protectora-apadac.org,2018-04-16 01:50:23.898515,2394,OLIVIA,http://protectora-apadac.org/imas/animales/_2394/a_23941453146933.jpg,en adopción,NO,NO,Gato,28-10-2015,Hembra,2 años y 11 meses,4/2015,MESTIZA,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),BUENA,OLIVIA llegó al refugio con solo dos meses de vida y nunca nadie preguntó x ella para llevarla a un hogar.
protectora-apadac.org,2018-04-16 01:50:26.153866,2644,EDUARD,http://protectora-apadac.org/imas/animales/_2644/a_26441476425194.jpg,en adopción,SI,NO,Gato,6-10-2016,Macho,3 años y 7 meses,8/2014,MESTIZO,Grande,NA,NA,NA,Callosa de Segura (Alicante),"BUENA, CASTRADO Y TESTADO.","EDUARD es un gato negro grande y hermoso, le hemos puesto ese nombre por el protagonista de la saga CREPUSCULO el personaje EDWARD CULLEN....y os preguntareis cual es el motivo."
alicanteadopta.org,2018-04-16 01:50:28.282582,4348,KIRRI,http://alicanteadopta.org/imas/animales/_4348/a_43481467541076.jpg,recuperado,NO,NO,Perro,30-7-2016,Macho,4 años y 3 meses,12/2013,Galgo,Mediano,NA,NA,NA,Elche (Alicante),NA,"Kirri se escapó de casa el 30 de junio en Las Bayas, Elche."
protectora-apadac.org,2018-04-16 01:50:29.335190,2383,PEPITA,http://protectora-apadac.org/imas/animales/_2383/a_23831453146035.jpg,en adopción,SI,NO,Gato,28-10-2015,Hembra,4 años y 1 mes,3/2014,MESTIZA,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),"BUENA, TESTADA, ESTERILIZADA",PEPI nació en el refugio cuando su mamá Canela llegó embarazada y a punto de dar a luz.
alicanteadopta.org,2018-04-16 01:50:32.404611,4391,TARA,http://alicanteadopta.org/imas/animales/_4391/a_43911473590422.jpg,recuperado,SI,NO,Perro,9-9-2016,Hembra,3 años y 3 meses,12/2014,Pointer,Mediano,NA,Sí,NA,Alicante (Alicante),NA,Tara se ha perdido entre Ciudad de Asís y el Pau (Alicante). Huyó dirección Lagos de Rabasa.
protectora-apadac.org,2018-04-16 01:50:33.564414,2674,GORDI,http://protectora-apadac.org/imas/animales/_2674/a_26741485550541.jpg,en adopción,SI,NO,Gato,1-11-2016,Macho,2 años y 7 meses,8/2015,NA,Mediano,NA,NA,NA,Callosa de Segura (Alicante),BUENA,"Gordi ha sido encontrado por los alrededores de la fabrica ""PANTER"" creemos que tiene una familia ya que se encuentra gordito."
protectora-apadac.org,2018-04-16 01:50:36.728271,2712,AMY,http://protectora-apadac.org/imas/animales/_2712/a_27121487330902.jpg,en adopción,NO,NO,Gato,17-2-2017,Hembra,1 año y 7 meses,9/2016,MESTIZA,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),BUENA,"A Amuy la recogió una compañera en una rotonda, estaba quieta y asustada, es jovencita y muy cariñosa, se dejó coger sin problema, por lo que es una gatita de casa."
alicanteadopta.org,2018-04-16 01:50:36.881409,4394,Se busca a la familia de este perrito,http://alicanteadopta.org/imas/animales/_4394/a_43941473923148.jpg,encontrado,NO,NO,Perro,11-9-2016,Macho,3 años y 2 meses,2/2015,Shih tzu,Pequeño,NA,NA,Casa de acogida,Alicante (Alicante),NA,Este shih tzu vivía con una persona en la calle y se piensa que ha podido ser robado.
alicanteadopta.org,2018-04-16 01:50:40.482544,4006,NIKKI,http://alicanteadopta.org/imas/animales/_4006/a_40061444929674.jpg,en adopción,NO,NO,Perro,15-10-2015,Hembra,5 años y 5 meses,10/2012,Cruce de pastor alemán,Mediano,NA,NA,Casa de acogida,Alicante (Alicante),NA,La familia de Nikki se ha quedado sin recursos y se ha visto en la difícil situación de tener que buscarle un hogar.
protectora-apadac.org,2018-04-16 01:50:40.633749,2221,NINO,http://protectora-apadac.org/imas/animales/_2221/a_22211431469451.jpg,en adopción,NO,NO,Gato,13-5-2015,Macho,3 años y 8 meses,8/2014,MESTIZO,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),POSITIVO EN INMUNO,"Esta criatura fue recogida x una persona en una redada de castracion y y vacunacion de gatos de la calle ; sin embargo, su test dio + inmuno y lo llevaron a la clínica para eutanasiarlo."
protectora-apadac.org,2018-04-16 01:50:43.836220,1676,BLANQUITA,http://protectora-apadac.org/imas/animales/_1676/a_16761441201793.jpg,en adopción,NO,NO,Gato,5-11-2013,Hembra,4 años y 9 meses,7/2013,Mestizo,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),BUENA,"Os presentamos a esta belleza de gata, llamada Blanquita."
alicanteadopta.org,2018-04-16 01:50:44.526585,4040,LUCAS,http://alicanteadopta.org/imas/animales/_4040/a_40401445893577.jpg,en adopción,NO,NO,Perro,26-10-2015,Macho,3 años y 11 meses,4/2014,Rottweiler,Grande,NA,NA,Casa de acogida,San Vicente del Raspeig (Alicante),Salud,"Lucas es un precioso rottweiler de 19 meses, un chicote muy mimado que necesita un nuevo hogar tras el deterioro de la salud de su dueño."
protectora-apadac.org,2018-04-16 01:50:46.750161,2397,PELÉ,http://protectora-apadac.org/imas/animales/_2397/a_23971446065377.jpg,en adopción,NO,NO,Gato,28-10-2015,Macho,3 años y 10 meses,5/2014,MESTIZO,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),"BUENO, ESTERILIZADO",PELÉ vivia en una colonia donde era alimemtado por una buena mujer.
alicanteadopta.org,2018-04-16 01:50:48.826306,4043,CHIQUI,http://alicanteadopta.org/imas/animales/_4043/a_40431446837507.jpg,en adopción,SI,NO,Perro,6-11-2015,Macho,3 años y 1 mes,2/2015,Mestizo,Mediano,8 kg,NA,NA,Alicante (Alicante),Salud,Este pequeñín es Chiqui.
protectora-apadac.org,2018-04-16 01:50:49.846931,2289,NICO,http://protectora-apadac.org/imas/animales/_2289/a_22891467643484.jpg,en adopción,NO,NO,Gato,21-7-2015,Macho,2 años y 11 meses,4/2015,MESTIZO,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),"BUENA, ESTA CASTRADO Y TESTADO.","En las fotos no se aprecia lo guapo y grande que es, tiene una belleza especial, majestuosa. Se llama NICO."
alicanteadopta.org,2018-04-16 01:50:52.463583,4083,TOOTS,http://alicanteadopta.org/imas/animales/_4083/a_40831449858201.jpg,adoptado,SI,NO,Gato,11-12-2015,Macho,15 años y 8 meses,7/2002,Común europeo bicolor,Grande,NA,NA,NA,(Alicante),NA,Toots es un gatito de 13 años que busca familia.
protectoraosbiosbardos.org,2018-04-16 01:50:55.183282,1048,Remo,http://protectoraosbiosbardos.org/imas/animales/_1048/a_10481520726220.jpg,en adopción,NO,NO,Perro,13-12-2015,Macho,4 años y 2 meses,1/2014,NA,Pequeño,"8,5Kg",NA,Casa de acogida,Ponteareas (Pontevedra),NA,"REMO, como o bautizamos, levaba semanas deambulando por unha parroquia de Ponteareas, e os veciños non o querian por alí"
protectora-apadac.org,2018-04-16 01:50:55.393723,2365,SAMY,http://protectora-apadac.org/imas/animales/_2365/a_23651472512304.jpg,en adopción,NO,NO,Gato,1-10-2015,Macho,3 años y 6 meses,9/2014,MESTIZO,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),"POSITIVO INMUNO, ESTERILIZADO","SAMY era un gatito cariñosisimo que vivía en la calle buscando la compañía de la gente y llamando su atención. Era adulto, pero joven : alrededor de un añito."
protectoraosbiosbardos.org,2018-04-16 01:50:59.035789,1767,Sevi,http://protectoraosbiosbardos.org/imas/animales/_1767/a_17671523397084.jpg,en adopción,NO,NO,Perro,12-3-2018,Macho,4 años y 1 mes,3/2014,NA,Mediano,"22,5kg",941000022505064,Casa de acogida,Ponteareas (Pontevedra),NA,"Este canciño foi recollido en Mondariz atropelado e tivose que operar de urxencia &#128531;Agora xa podería ir para un fogar pero... PARA QUE FOGAR? Ademáis é un santiño!!! Tamaño medio e precisa un fogar de verdade, e non ter que voltar a rúa a mendigar na porta dun restaurante!"
protectora-apadac.org,2018-04-16 01:50:59.292751,2618,LUNA Y EMMA,http://protectora-apadac.org/imas/animales/_2618/a_26181473104754.jpg,en adopción,NO,NO,Gato,5-9-2016,Hembra,1 año y 8 meses,7/2016,MESTIZA,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),BUENA,"Estas dos preciosas panteritas se refugiaron en la casa de una familia cuando contaban con muy poquito tiempo de vida, quizá su madre las traslado a algún sitio seguro y las perdió, la familia ha estado cuidando de ellas, nos piden ayuda para buscarles una familia resonsable, juntas o por separado, ambas son muy cariñosas, acostumbradas a vivir con gente."
protectoraosbiosbardos.org,2018-04-16 01:51:01.265084,1764,Chula,http://protectoraosbiosbardos.org/imas/animales/_1764/a_17641522619785.jpg,en adopción,NO,NO,Perro,14-3-2018,Hembra,1 año y 3 meses,1/2017,NA,Pequeño,11kg,981098106734097,Casa de acogida,Ponteareas (Pontevedra),NA,"Esta pequerrecha á que chamamos Chula, foi recollida cando estaba abandonada coa hernia xigante que se ve na foto &#128554;"
protectora-apadac.org,2018-04-16 01:51:03.037250,2633,VANESSA,http://protectora-apadac.org/imas/animales/_2633/a_26331475431490.jpg,en adopción,NO,NO,Gato,2-10-2016,Hembra,3 años y 11 meses,5/2014,MESTIZA,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),BUENA,"Vanessa es esta preciosa gatita, es sociable con otros gatitos y cariñosa, busca familia responsable que le de el hogar que necesita, está sana, vacunada, esterelizada y testada."
protectoraosbiosbardos.org,2018-04-16 01:51:05.636275,1114,Pou,http://protectoraosbiosbardos.org/imas/animales/_1114/a_11141488236415.jpg,en adopción,NO,NO,Perro,18-3-2016,Macho,8 años y 8 meses,8/2009,Sabueso,Mediano,37 kg,981098106196030,Refugio,Ponteareas (Pontevedra),NA,"POU e Dipsy apareceron deambulando por un monte de Ponteareas, un monte no que normalmente deixan abandonados moitos cans e cadelas... Agora estes dous compañeiros de aventuran buscan un fogar"
protectora-apadac.org,2018-04-16 01:51:06.956353,2634,BENI,http://protectora-apadac.org/imas/animales/_2634/a_26341475431778.jpg,en adopción,NO,NO,Gato,2-10-2016,Macho,4 años y 9 meses,6/2013,MESTIZO,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),POSITIVO EN FIV,"BENI fue abandonado por su familia y tuvo que buscarse la vida en la calle. Beni se hizo querer por vecinos del barrio donde se refugio. VivÍa en una placeta y dormia en un banco. Le podías ver esperando que alguien le bajase algo de comer....Pero Beni se puso malito en la calle , le faltaba pelo y cada día estaba mas apagado. Alguien lo saco de allí y ahora es el chico precioso que podéis ver. Beni es cariñoso y parece que te habla con la mirada. Se lleva bien con otros gatos y puede ser el amigo que siempre esperaste."
protectora-apadac.org,2018-04-16 01:51:08.643631,2635,DON PEPE,http://protectora-apadac.org/imas/animales/_2635/a_26351475433232.jpg,en adopción,NO,NO,Gato,2-10-2016,Macho,5 años y 2 meses,2/2013,MESTIZO,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),POSITIVO EN FIV,"A Don Pepe lo dejaron en una caja en la puerta de la protectora junto a otros 3 gatos más, todos parecen venir de casa, es muy timido, desconfía de las personas al principio, motivos no le faltan, pero cuando te conoce es muy cariñoso y muy sociable con otros gatitos."
protectoraosbiosbardos.org,2018-04-16 01:51:09.005942,1772,Monty,http://protectoraosbiosbardos.org/imas/animales/_1772/a_17721522621734.jpg,en adopción,NO,NO,Perro,22-3-2018,Macho,2 años y 7 meses,9/2015,NA,Mini,"5,8kg",NA,Casa de acogida,Ponteareas (Pontevedra),NA,"MONTY foi recollido cando andaba polo medio da estrada en grave risco de atropelo, difundimolo a ver se a súa familia o reclamaba pero pasou o tempo e naide chamou polo que agora este pequerrecho busca adopción."
protectora-apadac.org,2018-04-16 01:51:12.551658,2765,Tolo,http://protectora-apadac.org/imas/animales/_2765/a_27651508418576.jpg,en adopción,NO,NO,Gato,19-6-2017,Hembra,1 año,3/2017,NA,Mediano,NA,NA,NA,Callosa de Segura (Alicante),Muy buena. Castrado Testado Vacunado.,"Tolo,ha sido rescatado ,en la calle con ?os ojitos muy mal y muy resfriado."
protectoraoriolana.org,2018-04-16 01:51:15.521955,1961,Bimbo,http://protectoraoriolana.org/imas/animales/_1961/a_19611439982031.jpg,adoptado,NO,NO,Perro,19-8-2015,Macho,7 años y 4 meses,12/2010,Mestizo,Grande,NA,NA,NA,Orihuela (Alicante),"Se dará castrado, vacunado y desparasitado.",Bimbo vino de una protectora que cerró. Llevaba años sin salir de la jaula.
protectora-apadac.org,2018-04-16 01:51:15.788975,2764,Amaya,http://protectora-apadac.org/imas/animales/_2764/a_27641508415763.jpg,en adopción,NO,NO,Gato,4-7-2017,Hembra,1 año,3/2017,NA,Mediano,NA,NA,NA,Callosa de Segura (Alicante),Muy buena. Vacunada.,"Amaya es una preciosidad,que busca cari?o a todas horas."
masquechuchos.org,2018-04-16 01:51:19.928717,750,Django,http://masquechuchos.org/imas/animales/_750/a_7501477820382.jpg,en adopción,NO,NO,Perro,30-10-2016,Macho,4 años y 5 meses,10/2013,Mestizo,Mediano,NA,NA,NA,Oviedo (Asturias),NA,Django llevaba deambulando por Oviedo bastante tiempo.
protectora-apadac.org,2018-04-16 01:51:20.297540,2750,BATMAN,http://protectora-apadac.org/imas/animales/_2750/a_27501500713757.jpg,en adopción,SI,NO,Gato,22-7-2017,Macho,10 meses y 26 días,5/2017,MESTIZO,Mediano,NA,NA,NA,Catral (Alicante),NA,"URGENTE ¡¡¡¡¡¡¡¡¡BATMAN SE HA PERDIDO EN CATRAL, POR LA ZONA DELANTE DEL CONSUM, ES URGENTE QUE LO ENCONTREMOS. SE PERDIÓ EL VIERNES 21 DE JULIO DEL 2017 A LAS 11:30 DE LA MAÑANA, POR FAVOR SI ALGUIEN LO HA VISTO O LO TIENE CONTACTE CON"
protectoraoriolana.org,2018-04-16 01:51:23.209812,2140,BUSCAMOS A SUS DUEÑOS,http://protectoraoriolana.org/imas/animales/_2140/a_21401462998862.jpg,encontrado,NO,NO,Perro,11-5-2016,Hembra,1 año y 11 meses,5/2016,NA,Mediano,NA,NA,NA,NA,NA,"A esta pequeña la encontramos anoche en Orihuela, por la zona de Mercadona de Santo Domingo, lleva arnés azúl."
masquechuchos.org,2018-04-16 01:51:23.411856,752,Vero,http://masquechuchos.org/imas/animales/_752/a_7521477820720.jpg,en adopción,NO,NO,Perro,30-10-2016,Hembra,2 años y 2 meses,1/2016,Mastín,Mediano,NA,NA,NA,Oviedo (Asturias),NA,En unas semanas ha pasado de estar abandonada a su suerte en una cuneta con su vida pendiente de un hilo a volver a sonreír y disfrutar. Para ello fue necesario hospitalizarla y hacerle una tranfusión pero todo ha salido bien.
protectora-apadac.org,2018-04-16 01:51:24.368628,2757,Mia,http://protectora-apadac.org/imas/animales/_2757/a_27571508255650.jpg,en adopción,NO,NO,Gato,17-10-2017,Hembra,1 año,3/2017,NA,Mediano,NA,NA,NA,NA,Muy buena. Vacunada.,"M?a es una gatita muy buena,que solo quiere caricias."
masquechuchos.org,2018-04-16 01:51:27.258286,753,Aser,http://masquechuchos.org/imas/animales/_753/a_7531492076651.jpg,en adopción,NO,NO,Perro,23-11-2016,Macho,10 años y 4 meses,11/2007,NA,Grande,NA,NA,NA,Oviedo (Asturias),NA,"Este peludín es Aser, es muy dócil y tranquilo. Es sociable tanto con humanos como con otros perros, en definitiva un angelito 10, que busca un hogar donde sentirse muy querido y a gusto."
protectoraoriolana.org,2018-04-16 01:51:30.653460,1491,Delfín,http://protectoraoriolana.org/imas/animales/_1491/a_14911397584717.jpg,perdido,NO,NO,Perro,15-4-2014,Macho,NA,NA,Mestizo,Pequeño,NA,NA,NA,NA,NA,Este es DELFÍN. Se ha PERDIDO en la zona del Cuartel de la Guardia Civil en ORIHUELA. Es un perrete mayor. No lleva chip.
masquechuchos.org,2018-04-16 01:51:31.469871,754,Tyson,http://masquechuchos.org/imas/animales/_754/a_7541479899211.jpg,en adopción,NO,NO,Perro,23-11-2016,Macho,3 años y 4 meses,11/2014,X Mastín,Grande,NA,NA,NA,Oviedo (Asturias),NA,"Tyson es todo ternura, un peluchón achuchable, super cariñoso y entrañable."
protectoraoriolana.org,2018-04-16 01:51:35.053097,1492,Cachorro perdido,http://protectoraoriolana.org/imas/animales/_1492/a_14921397584865.jpg,perdido,NO,NO,Perro,15-4-2014,Macho,4 años,4/2014,NA,Grande,NA,NA,NA,NA,NA,"Este cachorrito ha desaparecido en un campo de los alrededores de Redován, por favor si alguien lo ve o sabe algo a cerca de él contacte con este número 610368058 (Anais). Gracias."
masquechuchos.org,2018-04-16 01:51:35.530671,755,Lila,http://masquechuchos.org/imas/animales/_755/a_7551482863837.jpg,en adopción,NO,NO,Perro,23-11-2016,Hembra,2 años y 2 meses,1/2016,NA,Grande,NA,NA,NA,Oviedo (Asturias),NA,"Esta preciosidad es Lila y es un autentico amor. Le encanta jugar, pero mucho mucho y se lleva genial con sus compis!! Además, es cariñosa, aunque un poco tímida al principio."
protectoraoriolana.org,2018-04-16 01:51:37.688506,1720,Perdida en Cabo Roig,http://protectoraoriolana.org/imas/animales/_1720/a_17201411385242.jpg,perdido,SI,NO,Gato,18-9-2014,Hembra,13 años y 6 meses,9/2004,común,Mediano,NA,NA,NA,Orihuela,NA,"Hola, el día 18 de Septiembre sobre las 10:30 de la mañana mi gata Tigrilla salió como cada día a los jardines de la urbanizacíón Bellavista III y IV de la calle El Poniente en Cabo Roig Orihuela Costa al lado de la Regia y la Zenia, y aún no ha vuelto a casa. Tiene más de 10 años, está muy flaca y le acaban de diagnosticar insuficiencia renal por lo que está medicada. Tiene dos pelados grandes detrás de las orejas que ya se le están repoblando. Tiene una oreja recortada de cuando la esterilizaron."
protectoradeayamonte.org,2018-04-16 01:51:39.676180,1288,GITANA,http://protectoradeayamonte.org/imas/animales/_1288/a_12881518612575.jpg,en adopción,NO,NO,Perro,12-2-2018,Hembra,1 año y 8 meses,8/2016,Galgo Español,Mediano,NA,NA,Refugio,Ayamonte (Huelva),NA,EDAD APROX.
protectoraoriolana.org,2018-04-16 01:51:42.055677,1841,Cholo y Becka,http://protectoraoriolana.org/imas/animales/_1841/a_18411422901757.jpg,perdido,NO,NO,Perro,2-2-2015,Macho,NA,NA,Mestizos,Mediano,NA,NA,NA,NA,NA,BECKA y CHOLO se HAN PERDIDO en La Aparecida.
protectoradeayamonte.org,2018-04-16 01:51:43.914069,1290,JONNY,http://protectoradeayamonte.org/imas/animales/_1290/a_12901519298741.jpg,en adopción,NO,NO,Perro,12-2-2018,Macho,1 año y 7 meses,8/2016,Galgo Español,Mediano,NA,NA,Refugio,Ayamonte (Huelva),NA,EDAD APROX.
protectoraoriolana.org,2018-04-16 01:51:46.279111,1940,Perro perdido,http://protectoraoriolana.org/imas/animales/_1940/a_19401431946064.jpg,recuperado,NO,NO,Perro,18-5-2015,Macho,2 años y 10 meses,5/2015,Mestizo,Pequeño,NA,NA,NA,NA,NA,Perdido en Benejúzar (Alicante)
protectoradeayamonte.org,2018-04-16 01:51:46.710557,1292,ROBLE,http://protectoradeayamonte.org/imas/animales/_1292/a_12921519296285.jpg,en adopción,NO,NO,Perro,12-2-2018,Macho,4 años y 2 meses,2/2014,Cruce,Pequeño,5 kilos,NA,Refugio,Ayamonte (Huelva),NA,EDAD APROX.
protectoraoriolana.org,2018-04-16 01:51:53.636798,960,Félix,http://protectoraoriolana.org/imas/animales/_960/a_9601364215924.jpg,perdido,NO,NO,Gato,25-3-2013,Macho,NA,NA,NA,Mediano,NA,NA,NA,Orihuela,GATO PERDIDO!!!,Gato se perdido en la Dehesa de Campoamor hace justo dos semanas.
terraviva-adopcions.org,2018-04-16 01:51:54.070683,37,Múh,http://terraviva-adopcions.org/imas/animales/_37/a_371457690740.jpg,en adopción,NO,NO,Perro,19-4-2012,Hembra,8 años y 6 meses,10/2009,x Pointer,Mediano,NA,NA,Refugio,Olot (Girona),Buena / Bona,Ésta chica tan guapa llegó a la protectora en el año 2012. Entonces era una jovencita de unos 2 años... lleva casi toda la vida esperando que alguien se fije en ella!
terraviva-adopcions.org,2018-04-16 01:51:57.909703,91,Gus,http://terraviva-adopcions.org/imas/animales/_91/a_911506630924.jpg,en adopción,NO,NO,Perro,8-8-2012,Macho,6 años y 2 meses,2/2012,"creuat de gos d`atura, cruce de pastor catalan",Mediano,NA,NA,NA,olot (Girona),Bon estat de salut.,"Gus es un perro que requiere un trato especial, ya que tanto él como sus hermanos, llegaron a la perrera sin sociabilizar, el unico contaco con los humanos era el hombre que los cuidaba. Con mucha paciencia y cariño Gus puede integrarse perfectamente en una familia."
protectoraoriolana.org,2018-04-16 01:51:59.541517,1286,Lobito PERDIDO EN CABO ROIG,http://protectoraoriolana.org/imas/animales/_1286/a_12861383814693.jpg,perdido,SI,NO,Gato,7-11-2013,Macho,14 años y 5 meses,11/2003,NA,Grande,NA,NA,NA,Orihuela,NA,Se llama Lobito y esta esterilizado. Tiene más de 10 años y le faltan los dos colmillos superiores y un dientecito pequeño también superior. Está acostumbrado a salir y entrar pues vive en una zona muy tranquila en Cabo Roig en la calle El Poniente pero lleva ya casi un día sin aparecer y nunca ha tardado tanto.
protectoraoriolana.org,2018-04-16 01:52:01.501796,1464,Lio,http://protectoraoriolana.org/imas/animales/_1464/a_14641396022478.jpg,recuperado,NO,NO,Perro,28-3-2014,Macho,4 años,3/2014,Yorkshire,Pequeño,NA,NA,NA,(Alicante),NA,Este yorkshire es Lío. Se ha PERDIDO en Catral. Lleva chip.
terraviva-adopcions.org,2018-04-16 01:52:01.575512,111,Brull,http://terraviva-adopcions.org/imas/animales/_111/a_1111462299909.jpg,en adopción,NO,NO,Perro,31-3-2013,Macho,6 años y 11 meses,4/2011,NA,Mediano,NA,NA,en perrera,Olot (Gerona),Bona/Buena,"En Brull és un gosset nerviós, actiu i molt divertit. Li encanta l'aigua!Necessita espai on poder correr, jugar i investigar per tal d’alliberar energia."
terraviva-adopcions.org,2018-04-16 01:52:04.799836,120,Crema,http://terraviva-adopcions.org/imas/animales/_120/a_1201506546576.jpg,en adopción,SI,NO,Perro,8-5-2013,Hembra,5 años y 6 meses,10/2012,x Sharpei + Labrador,Mediano,NA,NA,en perrera,Olot (Gerona),Bona / Buena,"A la Crema ens la van deixar lligada a la porta de la Protectora, i probablement això fa que desconfii una mica de la gent. Tot i això, és una gossa alegre i simpàtica a la que li encanta jugar amb qualsevol joguina que pugui perseguir. Amb el caràcter mogut del Sharpei i l’agilitat d’un Labrador, la Crema és una gossa intel·ligent i molt activa que necessita fer exercici a diari i algú en qui poder confiar. Li encanta anar a passejar i descobrir llocs nous, cosa que la converteix en la companya perfecta per a aquells que els agrada anar amb bicicleta o fer excursions acompanyats del seu gos"
terraviva-adopcions.org,2018-04-16 01:52:09.315844,279,Holi,http://terraviva-adopcions.org/imas/animales/_279/a_2791462912270.jpg,en adopción,NO,NO,Perro,26-4-2015,Macho,4 años y 3 meses,1/2014,cruce,Mediano,NA,NA,NA,Olot (Girona),bona / buena,"Si busqueu un gos simpàtic, alegre, divertit i molt agraït, aquest és el Nostre Holi!"
protectoraoriolana.org,2018-04-16 01:52:13.837626,1489,Sherpa,http://protectoraoriolana.org/imas/animales/_1489/a_14891397569128.jpg,perdido,NO,NO,Gato,3-4-2014,Macho,7 años,4/2011,NA,Mediano,NA,NA,NA,NA,NA,"Gato perdido entre Raiguero de levante y La Aparecida. Es un macho de tres años, castrado. Por favor, si alguien lo ha visto, que se ponga en contacto con nosotros:"
protectoraporlospelos.org,2018-04-16 01:52:16.728353,1078,Floqui,http://protectoraporlospelos.org/imas/animales/_1078/a_10781501265487.jpg,en adopción,SI,NO,Gato,13-7-2017,Macho,10 meses y 18 días,5/2017,Comun Europeo,Pequeño,NA,NA,Casa de acogida,(Toledo),NA,ADOPCION para el pequeño FLOQUI.
protectoraoriolana.org,2018-04-16 01:52:19.194823,1490,Maxi,http://protectoraoriolana.org/imas/animales/_1490/a_14901397584640.jpg,perdido,NO,NO,Perro,15-4-2014,Macho,NA,NA,Mestizo,Pequeño,NA,NA,NA,NA,NA,"Este es MAXI. Se ha PERDIDO por la carretera de Beniel a Orihuela. En el tramo de los DESAMPARADOS es de color blanco de raza pequeña tiene en el ojo derecho una mancha de color marron claro. Estará asustado . No muerde. Lleva chip. Si alguien lo encuentra o lo ve por la calle, por favor, avisen en cualquier momento al 631166487 o escriban al whatssap . Gracias."
protectoraporlospelos.org,2018-04-16 01:52:19.963207,527,Delta,http://protectoraporlospelos.org/imas/animales/_527/a_5271485453633.jpg,en adopción,NO,NO,Perro,31-1-2015,Hembra,4 años y 8 meses,7/2013,Podenca,Pequeño,9 Kg,NA,Casa de acogida,(Toledo),Salud,"Apadrina/Amadrina si todos ayudamos con un poquito , ella tendra una nueva oportunidad."
protectoraporlospelos.org,2018-04-16 01:52:23.867116,1100,Salem,http://protectoraporlospelos.org/imas/animales/_1100/a_11001502834179.jpg,en adopción,SI,NO,Gato,15-8-2017,Macho,1 año y 8 meses,8/2016,Comun Europeo,Pequeño,NA,NA,Veterinario,(Toledo),Salud,PADRINO / MADRINA: POR SOLO 10€ AL MES http\://protectoraporlospelos.org/s26/ayudanos ( pinchas en apadrinar y cumplimentas el formulario.
protectoraporlospelos.org,2018-04-16 01:52:28.300412,643,Moira,http://protectoraporlospelos.org/imas/animales/_643/a_6431485284601.jpg,en adopción,NO,NO,Perro,4-7-2015,Hembra,5 años y 10 meses,6/2012,Galga,Mediano,NA,NA,Casa de acogida,(Toledo),Salud,"ADOPCION SOLO EN MADRID, FAMILIA SIN NIÑOS Y PREFERIBLEMENTE CON OTRO PELUDO PERRUNO."
protectoraporlospelos.org,2018-04-16 01:52:32.194599,1079,Zulema,http://protectoraporlospelos.org/imas/animales/_1079/a_10791500485655.jpg,en adopción,SI,NO,Perro,19-7-2017,Hembra,5 años y 8 meses,7/2012,Bretona,Mediano,17 Kgs,NA,NA,(Toledo),Salud,ACOGIDA - ADOPCION URGENTE para la pequeña ZULEMA.
