dominio,scraped_at,id,nombre,foto,estado,urgente,caso_especial,clase,desde,sexo,edad,nacimiento,raza,tamano,peso,chip,situacion,localidad,salud,descripcion
adopcionescereco.org,2018-04-15 21:24:20.601765,397,Cherokee,http://adopcionescereco.org/_mibambu/_cereco/imas/flecha_anterior.jpg,recuperado,NO,NO,Perro,13-11-2013,Macho,8 años y 5 meses,10/2009,Mestizo,Pequeño,NA,NA,NA,NA,NA,"Cherokee es un macho dominante con otros machos,pero juguetón y cariñoso con hembras y personas."
adopcionescereco.org,2018-04-15 21:24:20.612954,885,Walter,http://adopcionescereco.org/_mibambu/_cereco/imas/flecha_anterior.jpg,recuperado,NO,NO,Perro,7-4-2016,Macho,2 años y 10 meses,6/2015,Mestizo,Grande,30,NA,NA,NA,NA,Walter fue recogido a punto de ahogarse en una balsa un día de frió... Pense que quizás su familia lo estaba buscando pero nada...
rivanimal.org,2018-04-15 21:24:20.623575,3136,Bugs (pre-adoptado),http://rivanimal.org/_mibambu/_rivanimal/imas/flecha_anterior.jpg,en adopción,NO,NO,Conejo,2-3-2018,Macho,1 año y 11 meses,5/2016,NA,Mediano,NA,NA,en el CRA Los Cantiles,Rivas Vaciamadrid (Madrid),NA,NA
rivanimal.org,2018-04-15 21:24:20.634019,3137,Pepper (pre-adoptado),http://rivanimal.org/_mibambu/_rivanimal/imas/flecha_anterior.jpg,en adopción,NO,NO,Conejo,2-3-2018,Macho,1 año y 11 meses,5/2016,NA,Mediano,NA,NA,en el CRA Los Cantiles,Rivas Vaciamadrid (Madrid),NA,NA
rivanimal.org,2018-04-15 21:24:20.644585,2905,Arwen,http://rivanimal.org/_mibambu/_rivanimal/imas/flecha_anterior.jpg,en adopción,NO,NO,Conejo,6-10-2017,Hembra,5 años y 6 meses,9/2012,NA,Mediano,NA,NA,Casa de acogida,Madrid (Madrid),NA,"Arwen y Legolas son hermanos de unos cinco años de edad. Ambos han estado juntos desde que nacieron y fueron adoptados conjuntamente. Hace unos meses, su antiguo dueño empezó a desarrollar alergia y no los podía tener más en casa, por lo que ahora están en otra casa en acogida y buscan adopción. Se prefiere adopción conjunta dado que están acostumbrados desde pequeños a estar juntos y se llevan muy bien."
rivanimal.org,2018-04-15 21:24:20.655078,3135,Bunny,http://rivanimal.org/_mibambu/_rivanimal/imas/flecha_anterior.jpg,en adopción,NO,NO,Conejo,2-3-2018,Hembra,1 año y 11 meses,5/2016,NA,Mediano,NA,NA,en el CRA Los Cantiles,Rivas Vaciamadrid (Madrid),NA,NA
rivanimal.org,2018-04-15 21:24:20.665434,3165,Harina,http://rivanimal.org/_mibambu/_rivanimal/imas/flecha_anterior.jpg,en adopción,NO,NO,Hurón,9-4-2018,Hembra,3 años,3/2015,NA,Mediano,NA,NA,en el CRA Los Cantiles,Rivas Vaciamadrid (Madrid),NA,NA
rivanimal.org,2018-04-15 21:24:20.682838,735,Triky,imas/animales/_735/a_7351371210387.jpg,perdido,NO,NO,Gato,14-6-2013,Hembra,NA,NA,Común europeo,Grande,NA,NA,NA,Rivas Vaciamadrid (Madrid),NA,"Nos pide ayuda Irene se le ha perdido una gatita en Rivas Vaciamadrid, por la zona del polideportivo Parque Del Sureste. Se llama Triky, tiene microchip. Si sabéis algo de ella, por favor, poneros en contacto 639-04-46-63. Es muy raro que no haya vuelto a casa. Ahora lleva un collar como el de la foto pero en morado con círculos. Es muy importante la difusión muchas gracias"
rivanimal.org,2018-04-15 21:24:20.692758,736,Miko,imas/animales/_736/a_7361371210449.jpg,perdido,NO,NO,Gato,14-6-2013,Macho,4 años y 10 meses,6/2013,Ruso,Grande,NA,NA,NA,Rivas Vaciamadrid (Madrid),NA,"Miko se ha perdido por la zona de Rivas, cerca de la Avenida de Levante. Es delgdito tiene unos diez meses y muy confiado y cariñoso. No sabe maullar. Por favor, máxima difusión. Si sabéis algo llamar al 646240379 Gracias!"
rivanimal.org,2018-04-15 21:24:20.702874,749,Teri,imas/animales/_749/a_7491371715262.jpg,perdido,SI,NO,Perro,20-6-2013,Hembra,NA,NA,Pomerani,Pequeño,NA,NA,NA,Rivas Vaciamadrid (Madrid),NA,"yo me encuentro ahora fuera del pais y me comunicaron que se habia escapado.se llama teri es una Pomerania negra de 4 anos. patitas blancas y pecho blanco.tiene una hernia en el hombligo y es preciosa.se que hay mucha gente buscandola entre ellos mi familia y amigos, pero estamos desesperados.se perdio el dia 12 de junio.se la vio en la zona de la Cañada real galiana junto al colegio Mario Benedetti por ultima vez.yo vuelvo el sabado y no obstante me acercare para hablar con vosotros aunque se que pusieron cartels de ella. Es muy asustadiza y siempre ha estado en casa con mi otra perrita. Para cualquiercosa mi numero de telefono es el 685510483 y el de mi Hermana es el 685510487. Tiene chip y esta censada en rivas a nombre de mi marido ivaylo. 653968598.gracias."
rivanimal.org,2018-04-15 21:24:20.712881,759,Fito,imas/animales/_759/a_7591372148654.jpg,perdido,SI,NO,Perro,25-6-2013,Macho,9 años y 10 meses,6/2008,Cruce teckel,Mediano,NA,NA,NA,Rivas Vaciamadrid (Madrid),NA,"Se perdió el 24 de junio por la noche en Avd. Los Almendros en Rivas Vaciamadrid, tiene chip"
rivanimal.org,2018-04-15 21:24:20.722837,881,Gato perdido,imas/animales/_881/a_8811380704080.jpg,perdido,SI,NO,Gato,2-10-2013,Macho,4 años y 6 meses,10/2013,Común europeo,Grande,NA,NA,NA,Rivas Vaciamadrid (Madrid),NA,Gato negro macho castrado de ojos verdes. Tiene la oreja derecha partida. Muy cariñoso pero se asusta con facilidad.
protectoradepalencia.org,2018-04-15 21:24:20.739689,NA,Selina,imas/animales/_1184/a_11841520016550.jpg,en adopción,NO,NO,Gato,1-3-2018,Hembra,1 año,4/2017,Comun Europeo,Mediano,NA,NA,NA,Palencia (Palencia),NA,"SELINA es una gata de 04/2017 que rogaba mimos y comida por la calle. Es cariÃ±osa, mimosa, divertida y muy, muy dulce. Se lleva genial con otros gatos (es negativa a leucemia e inmuno), sale a buscarte cuando llegas a casa, la encantan los juguetes gatunos y sentarse a tu lado en el sofÃ¡ como si viera la televisiÃ³n. SELINA es un amor de gata que busca una familia definitiva donde ser felices por siempre. Â¿Es la tuya? Pregunta por SELINA."
protectoradepalencia.org,2018-04-15 21:24:20.749747,NA,Sidra,imas/animales/_1195/a_11951520602260.jpg,en adopción,NO,NO,Perro,8-3-2018,Hembra,4 meses,12/2017,MastÃ­n,Grande,NA,NA,NA,Palencia (Palencia),NA,Este adorable peluche ha llegado a la perrera con bastante falta de pelo y picores por alergia a las pulgas con las que ha debido de convivir no hace mucho. AdemÃ¡s ha llegado bastante delgada.
protectoradepalencia.org,2018-04-15 21:24:20.759743,NA,Gomez,imas/animales/_1196/a_11961520835467.jpg,en adopción,NO,NO,Perro,10-3-2018,Macho,12 años y 1 mes,3/2006,NA,Pequeño,Mestizo (8 kg),NA,NA,Palencia (Palencia),NA,"Esta es la historia de Gomez, un apellido comun como lo es el maltrato en este pais. Como Gomez hay muchos, no son yorkshire, ni caniche, ni ninguna raza en concreto y por eso estan destinados a pasar desapercibidos y no conseguir hogar. Gomez ademas es un yayo por lo que aun lo va a tener mas dificil. Fue rescatado por los bomberos en un canal, no sabemos si lo tiraron o se cayo, probablemente lo primero pues ya sobraba al ser mayor, ciego y con cierta demencia senil. La forma mÃ¡s barata de ""quitarse un problema"". Gomez no ha tenido muchos cuidados a juzgar por su estado, se ve que no era demasiado importante en su entorno."
protectoradepalencia.org,2018-04-15 21:24:20.769871,NA,Wanda,http://protectoradepalencia.org/_mibambu/_ppalencia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,22-11-2017,Hembra,7 meses y 14 días,9/2017,Mestiza,Mediano,NA,NA,NA,Palencia (Palencia),NA,"Wanda llegÃ³ a la perrera no hace mucho. Al estar dentro de poblaciÃ³n de riesgo por su edad y las temperaturas, la hemos podido rescatar y llevar a una casa de acogida. EstÃ¡ muy asustada, pero pronto recuperarÃ¡ la alegrÃ­a. Tenemos que ayudarla encontrando un hogar."
protectoradepalencia.org,2018-04-15 21:24:20.779966,NA,TEA,imas/animales/_1194/a_11941520602185.jpg,en adopción,NO,NO,Perro,28-9-2018,Hembra,4 años y 7 meses,9/2013,Mestiza,Mediano,NA,NA,NA,Palencia (Palencia),NA,"Tea, nuestra zorrilla. Esa perrita de mirada triste que deja entrever la vida dura que ha tenido. Encerrada en una jaula desde abril sin que nadie se fijarÃ¡ en ella. Siempre a la puerta de la jaula esperando a su salchicha, la Ãºnica alegrÃ­a que tenÃ­a. Hace un par de dÃ­as la tuvimos que rescatar sin tener lugar para ella ni medios. TenÃ­a un dolor abdominal fuerte. Se tuvo que esterilizar rÃ¡pidamente. Nuestra pobre Tea que no sabe muy bien lo que ocurre, ni por quÃ© de pronto tiene a tanta gente pendiente. Esta zorrilla merece un hogar. Es muy tranquila y sumisa. Compatible con otros perros y niÃ±os."
protectoradepalencia.org,2018-04-15 21:24:20.790551,NA,CHURRITA. HA APARECIDO SU DUEÑO,imas/animales/_489/a_4891359964116.jpg,recuperado,NO,NO,Perro,3-2-2013,Hembra,5 años y 4 meses,12/2012,Mastin,Grande,NA,NA,NA,Palencia (Palencia),NA,Churrita ha sido encontrada esta maÃ±ana por el polÃ­gono industrial de Palencia. Es una perrita muy cariÃ±osa y juguetona. Creemos que se ha podido salir de alguna finca.
nuevavida-adopciones.org,2018-04-15 21:24:21.213551,1609,Dulce Linda,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,22-1-2018,Hembra,5 meses y 14 días,11/2017,Mestizo,Mediano,NA,NA,NA,NA,Buena,"A Linda la rescatamos, junto a sus 5 hermanos y su madre, de un vertedero, con dos semanas de edad. El rescate tenia que ser rápido, porque el estado de la madre no era el mejor y allí corrían peligro. Después de tres dias pudimos cogerlos, usando una jaula trampa, ya que, la mamá, no queria ningun tipo de contacto con el humano."
nuevavida-adopciones.org,2018-04-15 21:24:21.226029,10002,Nelson,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,SI,NO,Perro,31-8-2017,Macho,1 año y 7 meses,9/2016,Mestizo,Mediano,20kg,NA,Refugio,NA,Buena,"Soy un jovenzuelo de tamaño mediano, obediente,"
nuevavida-adopciones.org,2018-04-15 21:24:21.238161,9700,Filipeti,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,25-4-2017,Macho,1 año y 1 mes,2/2017,Mestizo,Pequeño,NA,NA,Refugio,NA,Buena,Me dejaron abandonado en una gasolinera y la gente de
nuevavida-adopciones.org,2018-04-15 21:24:21.250297,332,Lisa,imas/animales/_332/a_3321519204525.jpg,en adopción,NO,NO,Conejo,21-2-2018,Hembra,1 año y 1 mes,2/2017,Cruce de mariposa,Pequeño,NA,NA,NA,NA,Buena,"No conocemos su pasado pero aquí la tenemos, entregada por un veterinario donde la dejaron abandonada, a ella y a su amigo Jimbo. Es muy sociable y algo celosilla con hembras, no así con machos. Debe su peculiar nombre de raza a la mancha de color de la nariz que recuerda la silueta de una mariposa con las alas desplegadas. ¿Qué te parece como compañera de piso?."
nuevavida-adopciones.org,2018-04-15 21:24:21.262346,2616,Sara,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,30-3-2018,Hembra,5 años y 1 mes,3/2013,Galgo,Mediano,NA,NA,Refugio,NA,Buena,"Como ya no sirvo para cazar, me han llevado al albergue de Nuevavida para encontrar una familia que me de muchos mimos. Soy muy buena y cariñosa, y me llevo bien con perros y personas."
nuevavida-adopciones.org,2018-04-15 21:24:21.274603,627,Hawaiana,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,30-3-2018,Hembra,2 meses y 1 día,2/2018,Cruce de Mastín,Grande,NA,NA,NA,NA,Buena,"Algo común y corriente, inhumanidad-humana, inconsciencia profunda de tener una perrita y no esterilizarla, como consecuencia, camada no deseada, de ahí procede Hawaiana, de una camada no deseada. Ahora necesita una familia para crecer y ser feliz. *Adóptala*"
nuevavida-adopciones.org,2018-04-15 21:24:21.287561,406,Caramelo,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,1-3-2018,Macho,9 años y 9 meses,6/2008,Mestizo,Mediano,NA,NA,NA,NA,buena,"Caramelo, es un deshecho de cazador que solo sirve para recibir amor y darte paz. Un perro sumiso y bonachón. Un peluche grande."
nuevavida-adopciones.org,2018-04-15 21:24:21.299789,7925,Salma/Cata,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,13-8-2015,Hembra,3 años y 1 mes,3/2015,Cruce Pastor Belga,Mediano,NA,NA,NA,NA,Buena ***¿¡¿¡NECESITA CASA DE ACOGIDA SUPERURGENTE!?!?!****,"Salma fue encontrada paseando por Madrid Rio, iba solita y desorientada, por suerte ha sido recogida por buenas manos. Nos la han dado y estamos buscando un hogar para esta preciosa pastorcita, que aparte de ser un amor es muy lista, abre los picaportes de las puertas."
nuevavida-adopciones.org,2018-04-15 21:24:21.312337,69,Namibia,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,16-1-2018,Hembra,4 meses y 26 días,11/2017,Cruce Labrador/Mastín,Grande,NA,NA,Refugio,NA,desparasitado y vacunado y chipados,"Namibia nació, junto con sus 9 hermanos, en nuestro albergue, puesto que su mamá Sombra fue abandonada con un embarazo muy avanzado. Es muy cariñosa y juguetona, y está muy sana."
nuevavida-adopciones.org,2018-04-15 21:24:21.326446,9999,Oko,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,29-8-2017,Macho,1 año y 2 meses,2/2017,Mestizo,Mediano,20kg de adulto,NA,Refugio,NA,Buena,Oko es muy bueno y cariñoso. Le encanta jugar con sus amigos los cachorros del albergue de NUEVAVIDA-
nuevavida-adopciones.org,2018-04-15 21:24:21.338557,619,Leroy,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,2-3-2018,Macho,7 meses y,9/2017,Cruce Pastor/Border collie,Mediano,NA,NA,NA,NA,Buena,"Leroy y su hermano aparecieron junto con su madre, en el campo. Desde entonces están en una casa de acogida donde crecen felices y cuidados. Pero necesitan una familia definitiva. Serán de tamaño mediano, ya no van a crecer apenas, son muy sociables y cariñosos y conviven con otros perros, gatos, niños sin ningún problema..."
nuevavida-adopciones.org,2018-04-15 21:24:21.351244,578,Kaing,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,6-4-2018,Macho,5 años y 10 meses,5/2012,Mestizo,Mediano,NA,NA,NA,NA,Buena,"Kaing un caso más, un desecho de algún cazador, apareció en un vertedero , no se sabe cuánto tiempo estuvo deambulando perdido; sin comer, con delgadez extrema, al principio es tímido y miedoso, luego solo quiere cariño y caricias. Se lleva bien con hembras y con machos si es sumiso el otro macho."
nuevavida-adopciones.org,2018-04-15 21:24:21.363355,7738,Toby,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,30-5-2015,Macho,3 años y 10 meses,5/2014,Cruce de Pit Bull,Grande,28kg,NA,Refugio,NA,Buena,"Toby es el resultado de una historia muy comun, hoy en dia, su dueño no lo puede atender."
nuevavida-adopciones.org,2018-04-15 21:24:21.645098,807,Pocholo,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,13-1-2018,Macho,4 meses y 18 días,11/2017,Cruce de Pastor Alemán,Grande,20kg de adulto,NA,NA,Madrid,Buena,"A Pocholo le cambió la suerte cuando lo encontraron y lo rescataron, su rescatadora lo crió a biberón a él y a sus 6 hermanitos, después de encontrarlos abandonados a su suerte en un invernadero. Ahora necesitan encontrar a su familia definitiva, esa que puedes darlos tú! Adóptalo! Se quedarán encantados de que les des un hogar."
nuevavida-adopciones.org,2018-04-15 21:24:21.658645,6179,Jara,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,21-3-2018,Hembra,2 años y 4 meses,11/2015,Cruce de Bretón,Mediano,16kg,NA,NA,NA,"Buena. Vacunada, desparasitada y castrada.",Jara es un deshecho de la caza. Se la encontraron en la calle. El casero de la persona que la tiene acogida dice que la perra tiene que fuera … Necesita adopción urgente.
nuevavida-adopciones.org,2018-04-15 21:24:21.670718,5540,Mambrú,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,SI,NO,Perro,4-5-2013,Macho,5 años y 5 meses,11/2012,Cruce pastor alemán,Mediano,NA,NA,NA,NA,Buena,"Fue adoptado en Nuevavida cuando era un cachorro, su mama ha desarrollado asma con el pelo del perro y aunque han hecho todo lo posible por mantenerlo, el asma no la deja vivir . Necesitamos acogida o adopcion urgente."
nuevavida-adopciones.org,2018-04-15 21:24:21.684160,9941,Rabi,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,8-8-2017,Hembra,1 año,4/2017,Mestizo,Mediano,12kg,NA,NA,NA,Buena,"Fue recogida de la calle junto con sus 4 hermanos, tenian el cordon umbilical todavia. Todos los hermanos han sido adoptados, pero a ella no han llegado ni a verla. Es una perrita muy docil y buena."
nuevavida-adopciones.org,2018-04-15 21:24:21.696839,404,Letizia,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,1-2-2018,Hembra,4 meses y 11 días,12/2017,Mestizo,Pequeño,NA,NA,NA,NA,buena,Le encontraron junto a su mami y a sus hermanitos. La rescataron y ahora busca hogar. Una familia. Adóptala!
nuevavida-adopciones.org,2018-04-15 21:24:21.837445,556,Petra,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,22-2-2018,Hembra,2 años y 11 meses,5/2015,Cruce de Pitbull,Mediano,NA,NA,NA,NA,Buena,"Petra llegó un día, al lugar donde encontraría su refugio, un invernadero, donde se le empezó a poner comida y a dar mimos, ahora no se va de allí. Pero cerca hay un lugar peligroso, es muy probable que haya venido huyendo de allí y no queremos que vuelva, hay que encontrarle un hogar pronto."
nuevavida-adopciones.org,2018-04-15 21:24:21.849379,10255,Músi,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,1-12-2017,Hembra,11 meses y 14 días,5/2017,Común europeo,Mediano,NA,NA,NA,NA,Buena,"Me llamo Músi, nací junto a otros 3 hermanitos. Aún quedan dos por sacar de la colonia, una tricolor y uno"
nuevavida-adopciones.org,2018-04-15 21:24:21.861360,562,Drilo,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,14-3-2018,Macho,1 año y 8 meses,8/2016,Mestizo,Mediano,NA,NA,NA,NA,Buena,"su dueño no puede tenerlo esta mal de salud , su deseo es que drilo sea feliz en un hogar , no desea llevarlo a la perrera es urgente ,drilo es cariño y noble."
nuevavida-adopciones.org,2018-04-15 21:24:21.873169,10143,Brembo,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Conejo,24-10-2017,Macho,2 años y 5 meses,10/2015,Belier,Mediano,3kg,NA,NA,NA,Buena,"El pobre Brembo ha terminado con sus huesos en la perrera, su mami humana falleció y se han desentendido de él. Es un conejo tranquilote y robusto con un pelaje de varios colores y muy suave. Si buscas un compañero de esas características ya sabes dónde tienes a uno. Adopta a Brembo."
